timestamp,price,date
1722530000000,0.176698844,2024-08-01
1722440000000,0.190484559,2024-07-31
1722360000000,0.188931352,2024-07-30
1722270000000,0.192524511,2024-07-29
1722180000000,0.198050024,2024-07-28
1722100000000,0.196173251,2024-07-27
1722010000000,0.203231178,2024-07-26
1721920000000,0.203034799,2024-07-25
1721840000000,0.196364332,2024-07-24
1721750000000,0.194333384,2024-07-23
1721660000000,0.20396093,2024-07-22
1721580000000,0.21026023,2024-07-21
1721490000000,0.222844214,2024-07-20
1721400000000,0.224658939,2024-07-19
1721320000000,0.223985985,2024-07-18
1721230000000,0.215976921,2024-07-17
1721150000000,0.217618969,2024-07-16
1721060000000,0.219151062,2024-07-15
1720970000000,0.2211969,2024-07-14
1720890000000,0.214451439,2024-07-13
1720800000000,0.20081363,2024-07-12
1720710000000,0.195652644,2024-07-11
1720630000000,0.189245351,2024-07-10
1720540000000,0.196019583,2024-07-09
1720450000000,0.194693096,2024-07-08
1720370000000,0.192296674,2024-07-07
1720280000000,0.189903594,2024-07-06
1720200000000,0.201171405,2024-07-05
1720110000000,0.184883973,2024-07-04
1720020000000,0.190372459,2024-07-03
1719940000000,0.209506501,2024-07-02
1719850000000,0.225097228,2024-07-01
1719760000000,0.229221749,2024-06-30
1719680000000,0.224825985,2024-06-29
1719590000000,0.215599066,2024-06-28
1719500000000,0.212419846,2024-06-27
1719420000000,0.230466209,2024-06-26
1719330000000,0.200959825,2024-06-25
1719240000000,0.210279033,2024-06-24
1719160000000,0.203760952,2024-06-23
1719070000000,0.189469462,2024-06-22
1718990000000,0.192958652,2024-06-21
1718900000000,0.19949511,2024-06-20
1718810000000,0.208839163,2024-06-19
1718730000000,0.22175941,2024-06-18
1718640000000,0.215581114,2024-06-17
1718550000000,0.231345122,2024-06-16
1718470000000,0.260663621,2024-06-15
1718380000000,0.252624173,2024-06-14
1718290000000,0.252050511,2024-06-13
1718210000000,0.267094908,2024-06-12
1718120000000,0.279396209,2024-06-11
1718040000000,0.271053379,2024-06-10
1717950000000,0.286267864,2024-06-09
1717860000000,0.292157363,2024-06-08
1717780000000,0.289435122,2024-06-07
1717690000000,0.312833106,2024-06-06
1717600000000,0.34782111,2024-06-05
1717520000000,0.332152555,2024-06-04
1717430000000,0.32857437,2024-06-03
1717340000000,0.305697543,2024-06-02
1717260000000,0.299676653,2024-06-01
1717170000000,0.300821708,2024-05-31
1717080000000,0.302849806,2024-05-30
1717000000000,0.29404299,2024-05-29
1716910000000,0.295216812,2024-05-28
1716830000000,0.3077441,2024-05-27
1716740000000,0.309510588,2024-05-26
1716650000000,0.305953369,2024-05-25
1716570000000,0.301228466,2024-05-24
1716480000000,0.303828788,2024-05-23
1716390000000,0.282033183,2024-05-22
1716310000000,0.296399226,2024-05-21
1716220000000,0.296430002,2024-05-20
1716130000000,0.287332348,2024-05-19
1716050000000,0.260722669,2024-05-18
1715960000000,0.274374955,2024-05-17
1715880000000,0.273769514,2024-05-16
1715790000000,0.262350747,2024-05-15
1715700000000,0.272052234,2024-05-14
1715620000000,0.257048181,2024-05-13
1715530000000,0.271860324,2024-05-12
1715440000000,0.276008715,2024-05-11
1715360000000,0.280626414,2024-05-10
1715270000000,0.283725935,2024-05-09
1715180000000,0.298460175,2024-05-08
1715100000000,0.28806778,2024-05-07
1715010000000,0.288241263,2024-05-06
1714920000000,0.297911279,2024-05-05
1714840000000,0.309933574,2024-05-04
1714750000000,0.303768849,2024-05-03
1714670000000,0.307323759,2024-05-02
1714580000000,0.296651756,2024-05-01
1714490000000,0.288925555,2024-04-30
1714410000000,0.280967132,2024-04-29
1714320000000,0.298807305,2024-04-28
1714230000000,0.299703176,2024-04-27
1714150000000,0.31133474,2024-04-26
1714060000000,0.312582611,2024-04-25
1713970000000,0.325080378,2024-04-24
1713890000000,0.324597767,2024-04-23
1713800000000,0.345122303,2024-04-22
1713720000000,0.342713283,2024-04-21
1713630000000,0.329645351,2024-04-20
1713540000000,0.335393135,2024-04-19
1713460000000,0.309496661,2024-04-18
1713370000000,0.304883544,2024-04-17
1713280000000,0.29471352,2024-04-16
1713200000000,0.304993224,2024-04-15
1713110000000,0.301770946,2024-04-14
1713020000000,0.315043975,2024-04-13
1712940000000,0.293887727,2024-04-12
1712850000000,0.345311148,2024-04-11
1712760000000,0.43351443,2024-04-10
1712680000000,0.440833689,2024-04-09
1712590000000,0.446788012,2024-04-08
1712510000000,0.479927718,2024-04-07
1712420000000,0.466243499,2024-04-06
1712330000000,0.439025501,2024-04-05
1712250000000,0.418048728,2024-04-04
1712160000000,0.430945478,2024-04-03
1712070000000,0.424898036,2024-04-02
1711990000000,0.417333853,2024-04-01
1711900000000,0.455465358,2024-03-31
1711810000000,0.49403962,2024-03-30
1711730000000,0.485345051,2024-03-29
1711640000000,0.499428146,2024-03-28
1711560000000,0.508159437,2024-03-27
1711470000000,0.510473369,2024-03-26
1711380000000,0.529883754,2024-03-25
1711300000000,0.541646415,2024-03-24
1711210000000,0.526565819,2024-03-23
1711120000000,0.493535997,2024-03-22
1711040000000,0.492500167,2024-03-21
1710950000000,0.51531952,2024-03-20
1710860000000,0.53140604,2024-03-19
1710780000000,0.479362553,2024-03-18
1710690000000,0.548775676,2024-03-17
1710600000000,0.593924575,2024-03-16
1710520000000,0.5474875,2024-03-15
1710430000000,0.602757596,2024-03-14
1710350000000,0.637037004,2024-03-13
1710260000000,0.66803134,2024-03-12
1710170000000,0.62810634,2024-03-11
1710090000000,0.685220203,2024-03-10
1710000000000,0.540126368,2024-03-09
1709910000000,0.502293475,2024-03-08
1709830000000,0.485780632,2024-03-07
1709740000000,0.51236869,2024-03-06
1709650000000,0.50169663,2024-03-05
1709570000000,0.451000366,2024-03-04
1709480000000,0.49307453,2024-03-03
1709400000000,0.513183501,2024-03-02
1709310000000,0.508246366,2024-03-01
1709220000000,0.48175179,2024-02-29
1709140000000,0.462528359,2024-02-28
1709050000000,0.451917323,2024-02-27
1708960000000,0.455458729,2024-02-26
1708880000000,0.447596829,2024-02-25
1708790000000,0.434023299,2024-02-24
1708700000000,0.438523987,2024-02-23
1708620000000,0.421396613,2024-02-22
1708530000000,0.434155722,2024-02-21
1708440000000,0.432255607,2024-02-20
1708360000000,0.450262444,2024-02-19
1708270000000,0.470087233,2024-02-18
1708190000000,0.443161746,2024-02-17
1708100000000,0.436749918,2024-02-16
1708010000000,0.439382153,2024-02-15
1707930000000,0.426131982,2024-02-14
1707840000000,0.41981861,2024-02-13
1707750000000,0.397020956,2024-02-12
1707670000000,0.389335855,2024-02-11
1707580000000,0.373841073,2024-02-10
1707490000000,0.380401437,2024-02-09
1707410000000,0.386848186,2024-02-08
1707320000000,0.385226771,2024-02-07
1707240000000,0.376908292,2024-02-06
1707150000000,0.366052383,2024-02-05
1707060000000,0.357772346,2024-02-04
1706980000000,0.34240422,2024-02-03
1706890000000,0.347384174,2024-02-02
1706800000000,0.354911392,2024-02-01
1706720000000,0.349450291,2024-01-31
1706630000000,0.355581866,2024-01-30
1706540000000,0.370561698,2024-01-29
1706460000000,0.387290401,2024-01-28
1706370000000,0.375854398,2024-01-27
1706280000000,0.383838056,2024-01-26
1706200000000,0.376862075,2024-01-25
1706110000000,0.353800284,2024-01-24
1706030000000,0.356807231,2024-01-23
1705940000000,0.352035679,2024-01-22
1705850000000,0.352764275,2024-01-21
1705770000000,0.375390392,2024-01-20
1705680000000,0.380115338,2024-01-19
1705590000000,0.373366849,2024-01-18
1705510000000,0.388368782,2024-01-17
1705420000000,0.407769186,2024-01-16
1705330000000,0.42527339,2024-01-15
1705250000000,0.411896454,2024-01-14
1705160000000,0.391944146,2024-01-13
1705080000000,0.41382436,2024-01-12
1704990000000,0.408091651,2024-01-11
1704900000000,0.437269128,2024-01-10
1704820000000,0.441183364,2024-01-09
1704730000000,0.386646574,2024-01-08
1704640000000,0.407476588,2024-01-07
1704560000000,0.377026222,2024-01-06
1704470000000,0.397539311,2024-01-05
1704380000000,0.416286604,2024-01-04
1704300000000,0.450720107,2024-01-03
1704210000000,0.443928556,2024-01-02
1704120000000,0.471631375,2024-01-01
1704040000000,0.471297625,2023-12-31
1703950000000,0.446707135,2023-12-30
1703870000000,0.457977628,2023-12-29
1703780000000,0.459272575,2023-12-28
1703690000000,0.464170286,2023-12-27
1703610000000,0.487081595,2023-12-26
1703520000000,0.517723826,2023-12-25
1703430000000,0.541789674,2023-12-24
1703350000000,0.548542657,2023-12-23
1703260000000,0.51126309,2023-12-22
1703170000000,0.377185546,2023-12-21
1703090000000,0.365538789,2023-12-20
1703000000000,0.322049028,2023-12-19
1702920000000,0.311893833,2023-12-18
1702830000000,0.324875848,2023-12-17
1702740000000,0.312178183,2023-12-16
1702660000000,0.323834205,2023-12-15
1702570000000,0.317513553,2023-12-14
1702480000000,0.347132209,2023-12-13
1702400000000,0.346494864,2023-12-12
1702310000000,0.340355078,2023-12-11
1702220000000,0.327581512,2023-12-10
1702140000000,0.339718464,2023-12-09
1702050000000,0.336164302,2023-12-08
1701960000000,0.334876255,2023-12-07
1701880000000,0.318653281,2023-12-06
1701790000000,0.309913873,2023-12-05
1701710000000,0.315149651,2023-12-04
1701620000000,0.310721199,2023-12-03
1701530000000,0.274157478,2023-12-02
1701450000000,0.277015768,2023-12-01
1701360000000,0.27801595,2023-11-30
1701270000000,0.272434282,2023-11-29
1701190000000,0.260644432,2023-11-28
1701100000000,0.265469812,2023-11-27
1701010000000,0.26478425,2023-11-26
1700930000000,0.291585655,2023-11-25
1700840000000,0.271430983,2023-11-24
1700760000000,0.264898986,2023-11-23
1700670000000,0.248166985,2023-11-22
1700580000000,0.247351919,2023-11-21
1700500000000,0.227510102,2023-11-20
1700410000000,0.251952457,2023-11-19
1700320000000,0.251260759,2023-11-18
1700240000000,0.244506439,2023-11-17
1700150000000,0.249808438,2023-11-16
1700060000000,0.253793644,2023-11-15
1699980000000,0.261688311,2023-11-14
1699890000000,0.248184419,2023-11-13
1699800000000,0.254714729,2023-11-12
1699720000000,0.279711787,2023-11-11
1699630000000,0.275898157,2023-11-10
1699550000000,0.282642468,2023-11-09
1699460000000,0.275925662,2023-11-08
1699370000000,0.261660533,2023-11-07
1699290000000,0.242858697,2023-11-06
1699200000000,0.232090366,2023-11-05
1699110000000,0.226176493,2023-11-04
1699030000000,0.219607553,2023-11-03
1698770000000,0.211546146,2023-10-31
1698680000000,0.204946262,2023-10-30
1698600000000,0.21158547,2023-10-29
1698510000000,0.205792167,2023-10-28
1698420000000,0.20162337,2023-10-27
1698340000000,0.195246421,2023-10-26
1698250000000,0.202048056,2023-10-25
1698160000000,0.206473944,2023-10-24
1698080000000,0.193735635,2023-10-23
1697990000000,0.186877415,2023-10-22
1697900000000,0.181200336,2023-10-21
1697820000000,0.177695141,2023-10-20
1697730000000,0.172826311,2023-10-19
1697640000000,0.168198213,2023-10-18
1697560000000,0.164685586,2023-10-17
1697470000000,0.168845193,2023-10-16
1697390000000,0.181404502,2023-10-15
1697300000000,0.181555606,2023-10-14
1697210000000,0.18509489,2023-10-13
1697130000000,0.184036148,2023-10-12
1697040000000,0.180624702,2023-10-11
1696950000000,0.181544931,2023-10-10
1696870000000,0.184470589,2023-10-09
1696780000000,0.192867483,2023-10-08
1696690000000,0.211462774,2023-10-07
1696610000000,0.202145565,2023-10-06
1696520000000,0.199461822,2023-10-05
1696440000000,0.197591325,2023-10-04
1696350000000,0.200472208,2023-10-03
1696260000000,0.208580551,2023-10-02
1696180000000,0.222916459,2023-10-01
1696090000000,0.237716171,2023-09-30
1696000000000,0.234077334,2023-09-29
1695920000000,0.23399298,2023-09-28
1695830000000,0.247458484,2023-09-27
1695740000000,0.253368212,2023-09-26
1695660000000,0.236757846,2023-09-25
1695570000000,0.243374937,2023-09-24
1695480000000,0.167242693,2023-09-23
1695310000000,0.16224062,2023-09-21
1694880000000,0.164973743,2023-09-16
1694790000000,0.170538338,2023-09-15
1694710000000,0.16983382,2023-09-14
1694620000000,0.167374363,2023-09-13
1694530000000,0.165033349,2023-09-12
1694450000000,0.166174431,2023-09-11
1694360000000,0.16354712,2023-09-10
1694280000000,0.178056669,2023-09-09
1694190000000,0.182049877,2023-09-08
1694100000000,0.182907255,2023-09-07
1694020000000,0.183869515,2023-09-06
1693930000000,0.18256059,2023-09-05
1693840000000,0.182347244,2023-09-04
1693760000000,0.182725939,2023-09-03
1693670000000,0.185687028,2023-09-02
1693580000000,0.186455323,2023-09-01
1693500000000,0.185608247,2023-08-31
1693410000000,0.190292192,2023-08-30
1693320000000,0.196187606,2023-08-29
1693240000000,0.203988649,2023-08-28
1693150000000,0.198772612,2023-08-27
1693070000000,0.19931963,2023-08-26
1692980000000,0.198982972,2023-08-25
1692890000000,0.194982923,2023-08-24
1692810000000,0.194246048,2023-08-23
1692720000000,0.198108953,2023-08-22
1692630000000,0.194343762,2023-08-21
1692550000000,0.196219454,2023-08-20
1692460000000,0.200692512,2023-08-19
1692370000000,0.202088557,2023-08-18
1692290000000,0.201164241,2023-08-17
1692200000000,0.199039834,2023-08-16
1692120000000,0.206835824,2023-08-15
1692030000000,0.218960874,2023-08-14
1691940000000,0.229362763,2023-08-13
1691860000000,0.231547737,2023-08-12
1691770000000,0.232299309,2023-08-11
1691680000000,0.233513158,2023-08-10
1691600000000,0.234067883,2023-08-09
1691510000000,0.23757893,2023-08-08
1691420000000,0.230644546,2023-08-07
1691340000000,0.23225167,2023-08-06
1691250000000,0.227891329,2023-08-05
1691160000000,0.227465016,2023-08-04
1691080000000,0.227581119,2023-08-03
1690990000000,0.228006368,2023-08-02
1690910000000,0.227818441,2023-08-01
1690820000000,0.231655449,2023-07-31
1690730000000,0.229887293,2023-07-30
1690650000000,0.231033227,2023-07-29
1690560000000,0.233449672,2023-07-28
1690470000000,0.230736728,2023-07-27
1690390000000,0.228721135,2023-07-26
1690300000000,0.23028583,2023-07-25
1690210000000,0.23019623,2023-07-24
1690130000000,0.230735766,2023-07-23
1690040000000,0.245377789,2023-07-22
1689960000000,0.240309733,2023-07-21
1689870000000,0.25083049,2023-07-20
1689780000000,0.240885191,2023-07-19
1689700000000,0.23885123,2023-07-18
1689610000000,0.240300494,2023-07-17
1689520000000,0.242441508,2023-07-16
1689440000000,0.239906235,2023-07-15
1689350000000,0.242832014,2023-07-14
1689260000000,0.249714613,2023-07-13
1689180000000,0.257029974,2023-07-12
1689090000000,0.23874988,2023-07-11
1689000000000,0.239207242,2023-07-10
1688920000000,0.240689963,2023-07-09
1688830000000,0.241298917,2023-07-08
1688750000000,0.242338502,2023-07-07
1688660000000,0.242921073,2023-07-06
1688570000000,0.244020906,2023-07-05
1688490000000,0.255962242,2023-07-04
1688400000000,0.261359399,2023-07-03
1688310000000,0.269158371,2023-07-02
1688230000000,0.265818083,2023-07-01
1688140000000,0.263669838,2023-06-30
1688050000000,0.259033054,2023-06-29
1687970000000,0.247766951,2023-06-28
1687880000000,0.25161265,2023-06-27
1687800000000,0.264847863,2023-06-26
1687710000000,0.258630147,2023-06-25
1687620000000,0.27509431,2023-06-24
1687540000000,0.274624001,2023-06-23
1687450000000,0.289789768,2023-06-22
1687360000000,0.279993435,2023-06-21
1687280000000,0.26843541,2023-06-20
1687190000000,0.258772657,2023-06-19
1687100000000,0.25298566,2023-06-18
1687020000000,0.259840467,2023-06-17
1686930000000,0.231814341,2023-06-16
1686840000000,0.215718607,2023-06-15
1686760000000,0.212643037,2023-06-14
1686670000000,0.213295575,2023-06-13
1686590000000,0.22092421,2023-06-12
1686500000000,0.220817839,2023-06-11
1686410000000,0.227567422,2023-06-10
1686330000000,0.226659982,2023-06-09
1686240000000,0.257268349,2023-06-08
1686150000000,0.260556001,2023-06-07
1686070000000,0.261568305,2023-06-06
1685980000000,0.269602438,2023-06-05
1685890000000,0.263710441,2023-06-04
1685810000000,0.286607124,2023-06-03
1685720000000,0.277962761,2023-06-02
1685640000000,0.276037621,2023-06-01
1685550000000,0.272621367,2023-05-31
1685460000000,0.278161327,2023-05-30
1685380000000,0.28545036,2023-05-29
1685290000000,0.286231494,2023-05-28
1685200000000,0.2876889,2023-05-27
1685120000000,0.27756598,2023-05-26
1685030000000,0.272992541,2023-05-25
1684940000000,0.269959827,2023-05-24
1684860000000,0.27113657,2023-05-23
1684770000000,0.283388055,2023-05-22
1684680000000,0.280669247,2023-05-21
1684600000000,0.280086439,2023-05-20
1684510000000,0.284647679,2023-05-19
1684430000000,0.284002197,2023-05-18
1684340000000,0.284797542,2023-05-17
1684250000000,0.293368103,2023-05-16
1684170000000,0.290763669,2023-05-15
1684080000000,0.291418494,2023-05-14
1683990000000,0.293203519,2023-05-13
