1640995792	1	0x24fb30f3889618661c220a0c9dd47a77708136a4673bf2c5bba79488a40b3dba	234	0x21ea4d6ffccceb2d60ffbdff03aed7d1da03cbf1	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	1896499000000000
1641010085	1	0x68f9b578ff141a27c6d45b3d442d1d98b6eafe6e5c361882f1040f7c2e8eb720	236	0xa5a2a9bb9661fd1269841d0ad7d186b4d6e0cd10	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	7166863989395385
1641013727	1	0x32383179cf31f7e38723ba05196eb8b11bfb5bf3f84f7c956d76e62d035b3941	223	0x82de89423527c84c60b95feb8ff36954ebf22182	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	3325399377498396
1641017573	1	0x7f8d51f693b3c94f1e760d804aba8f8e5ea9effb66996665907edba68f465172	129	0x969122cd799fce1fc77f4809548194264a83f31f	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	2129964847450272
1641020338	1	0x4715b02ab78a8c11fb37aa6b2403c293c357d4cf758ae9d5267f6da607b80563	190	0x969122cd799fce1fc77f4809548194264a83f31f	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	2612206894400312
1641021761	1	0x86ba1cdcbcf0f069dc186d71b82b0a9a7089b2a21a768e7f62150fe4e3a482c3	280	0x94c9f20c8448ec24968d24b7e82c0395cc1aaf8b	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	7576628696437240
1641026802	1	0x777d0e56f4933c6d43b3113ddb2ec6baa175b0046328ebaacdfbc2d24608f26e	299	0x5b8167296e9bbb914bdad92830699f4518bcd3e2	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	1476139649107000
1641027291	1	0xd732e66ee0ee4f1138239cd1cdabf44c43d4bfa5ae03019e821393a6b7d3d5ea	57	0x5b8167296e9bbb914bdad92830699f4518bcd3e2	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	1130750598607000
1641043942	1	0x6e45bbca0ccf6478c66a6710fe057f862a3fc14b846fef0733b6ccaa40591c36	61	0xa84d1e1831220a83a46ddd3a9bd61328127c2168	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	1705833621835000
1641046456	1	0xf48f5265c0ec86642fa317bd15e7cf37e5daf4fe27ae8bf3e1564f1b6b516c5f	47	0x533590ba34a2fd020b69bca514ccd403ce8f97c2	0x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2	0	1406761566400000
