1641074473	1	0xde0107965e1e99d819d51b774b552fb6887126c4f3e07fb2429da71b41e67f0e	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	20000000000000000
1641311839	1	0x31da5999c8c6fe35bed3534f14eb04e8dd212a864ff2cebb72aba36182297bb0	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	30000000000000000
1641570238	1	0x4ac5d2361d2e7279b43426158096ccee550b81f18a91c5b4d3832684c8c8da3d	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	1194585310000000000
1641638795	1	0xf764fc696b1ec634d5d3a14c330a4336362e8fd413ad678de859d040ed188334	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	12079920000000000
1641683305	1	0xdc34730016adaae3420cfe74d7b30f34e1b23500dabacc53f501e17b2b1dcd26	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	1790000000000000000
1641818509	1	0x7e6125c466798047d2c6283b48c85724571e93d663b1fabccfb5c104baa49326	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	150000000000000000
1641931036	1	0x2f7bc98f7ee72e7a1ddcfb7a102a5abf7044fbd4d69d6151b3a244136fecaddf	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	10403000000000000000
1642100303	1	0x2785623dfdba253c8d8b1e427219cf13174527ed022045436255a5403569fd82	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	120000000000000000
1642298948	1	0x65786571cf616c461a415c90a1a271abc7dbbadc787207184ee0da9bf13c08cd	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	12200000000000000000
1642662605	1	0x5456e305ad95be762fccfe8f8f201f8475272d38759834e622bc7b1d2a108830	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	50000000000000000
1642664600	1	0x58c54fa81d92371c62417128538a42bd9e6753e1500f2aae376e694cb1abb331	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	46900000000000000
1642685839	1	0x4140b943c869fa82d71007f08af62199a3fad81becbe00784ac147759ccfa3d9	0	0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0	50000000000000000000
1642916362	1	0x162eaffb287fd494c5ad9968b199650d4ade973b80125cc452733692fcdbc379	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	1430000000000000000
1642927814	1	0xa79f7b6fd4b9baef4c80984873396ceabbca984bbeb44a0d920db1a69671334c	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	30000000000000000
1642930799	1	0xb88b784097d9eb4c8a9ac85eeebd1041b288c3d3ddeb54d4b729c15acba16d62	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	4007058380000000000
1643016603	1	0x0dcc9b61a3f5b30c922b27d746fbe5d1d4474b8f7f4d6e63ce772249bf9959fd	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	1000000000000000000
1643035018	1	0x09b29dd09e2412e7b6def66c913ff29ac22dd1857191b0319d26af71fa5bb7c3	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	500000000000000000
1643129979	1	0x9a0406de73f7be524eb90e3a12e5436fe046a398aa3458a576552aa1ecefd64b	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	2516500000000000000
1643144619	1	0x1238feb32dc34a1250ca4c9136ca7a07f4a9e10e668ba6f2ac7173bfc9cf1473	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	2828810680000000000
1643378470	1	0xf60707e86815d24e952c800a9ac17e850acc17fc0ec9e1e96bb95d7c82eb72a1	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	50000000000000000
1643378970	1	0xb2097708697003f9faa5d78c89fb35bd9404c92207afc02bb1393b590a6daf8d	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	100000000000000000
1643407647	1	0xc021f96f0790a159ac6ca5a747e93b87e673ecd30add0184cc59b1d2f12c1ff5	0	0xbb0e17ef65f82ab018d8edd776e8dd940327b28b	5658000000000000000
1643640544	1	0x5322411f1e37ebdfb16c9a3345103ab4989c44e3d75f61ea660da0209c850761	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	15000000000000000
1643754311	1	0x88fd674c5ea27f79bb32ab34f2a5b73a3db9bbf28b8e473a6db39fb327d1ffd5	0	0x514910771af9ca656af840dff83e8264ecf986ca	7860627155768265297
1644057981	1	0x0fda1a2c09384af7839e4a36caeea404e1e642f12ab95d74f6070183cd48260a	0	0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25	16816
