1640996231	1	0x9303d5fa5911f404adf3248c0e1231663ea72e9e0cf66e73814671622486da1d	0xa8f5b5644881537f5c2bb4345e602a0d4b682c62	59910181269513410
1640998064	1	0x413b597c9b264f065783c9b1895ca0f8d66db9754e100aa1481bb738ef87ef75	0x65ce7a4c2cf512e4a67f738be0f8471eb8f2d717	6465592305036468
1641002227	1	0xd41f42b92c8e3654100c5dc77eaa13ab6b83305c851dd3927a3d715a8f6085ab	0x7c44dd898cd10391c6f95c61c905f7daf0057275	14629627358851256
1641010156	1	0x3f5ec6e16c8bb03da0d9198a61feb494021443a6355758898f65d58307552bb2	0xd09e3dd994aed029ee6448e822a5375e8688e4dd	500000000000000000
1641021716	1	0x9786b5cfc4a9e0bc8713e1bf54ec019e225b020905528676acfa34f7ff658cd8	0x8da4695c6879a5e2465928997c7b21b4d822f15b	24403416216005233
1641022330	1	0xf1a8934781d70ec57e0306afbff2b1882258b7c98c44febbe256c23741ddba83	0x14124fd71b4053cbe78de8123a520a2edb3be13a	10799415526551481
1641024766	1	0xc4e34856b7149a6d08c4fc72767e1e5d2fb9846306af983629c22abcf4fe1b56	0x85f6e14ab1e70a3e26525231af5da7a65cdaafe8	500000000000000000
1641026349	1	0x67e97348e91d5cdc448265726496cd4b2d56003c277c43fd53c7f4eb7fff801a	0xff1693287d2579de991c0b52a3f3232d54335855	19629417219412354
1641043167	1	0xc0d812d360b6032f61190c3674557a7f16b9a4b288845b55d183a603ba73f21c	0x96416f705c90a4c922b670d470c945737863424e	8617381527834816
1641044624	1	0x1338ccf10ab23aa32d9b71a90ffc56420d3fd47b84a5a98b17f97e0656aa370f	0x05290240dce6b49f1b82d0cd1c84237513721bb5	3624040639959524
1641046911	1	0xbb46a5a2bd11fd915146d504d8d25a41eb632009c5af69fddfd57beccba57d81	0x93d8ffb36d04c4b28f341f00a08a22288bdc9c94	8598243510210832
1641047504	1	0x70ea30c407743eca3a407d125cf3d985a13aafa628be3fc8f7d460b91dacc82d	0xf8bdbdb46c2627af7536e086a82e27ada826bf49	45238713236323472
1641058681	1	0x028b8e7e89837e2112d43ae67ddcdffd882e759a8abe046350fc34077acc17c8	0xaafaf14af45a86784933ccd169b41aa44d48fe1c	2390436127699989
1641059788	1	0xd76e59a044b470a08c3fce49d61aeed895ea214943c9982e76405a6aafbc3653	0xde4a25724df881bc25ebb60860b71e6f6e1f2d85	8230600000000000
1641063716	1	0xb72b84c41368e39c225aa18029026eb908cf0d61b6f7c47808e5fb7ac58e7ab9	0x2541184941b5a97d448b5fbda779ba214b2dbee5	6929642425264305
1641065332	1	0xa4490e219b1cefe921463a3348a5a1e042453b24d66638b6318c77e99a3af14a	0x78abc82fec24e9f65558c31a7536efd4e00cf9b9	4810848310000000000
1641074473	1	0xde0107965e1e99d819d51b774b552fb6887126c4f3e07fb2429da71b41e67f0e	0x9330b2abbea0b2b4eac90f7841d90d402d8b99d4	0
1641078839	1	0x810bbc3e1aa5161a329f18c604cb99193e7d8483cf6076a718114a27335f6ba3	0x49efb34990db86123c3d460bdd2490bc1f7c999b	93616678998308258
1641087737	1	0x55ef4e919df991d0183762b37e1f2e732d90f9b29d3cdfc5bb7e3c99862eb1bf	0x49efb34990db86123c3d460bdd2490bc1f7c999b	3000000000000000
