1659327289	0x8f5a3feef7602ac6dc1cfc313cd00610fe93c98b379ef19094d407ef040e729b	4729	0x04661a2f774b746d03c437d74d4788634a3c42da	0x6b175474e89094c44da98b954eedeac495271d0f	6648936	997681383000000000000
1652177221	0x0dc6479884ad7496897c90fb3be6eb027d5847099f1d83fe4f183813e8099e92	2155	0xfe6fc5f5d89693d02dc938ec5be5f5b1f8b955e7	0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48	6648936	2000000000
1652701058	0x009af25c207a58cae1b57802ca717ef409ac296224bbb149973fdef1ca4b1f0a	2235	0x34cc898bd80fb93f9b0fd2fb5442a58ae89bb098	0xd417144312dbf50465b1c641d016962017ef6240	6648936	1083656476000000000000
1642144119	0x5179cffa5c332f0e85bc288cf58ed3efc704f1baf1add8d8906cb8410b025e47	26	0x5a8f037f8bb0bc4e533793154a3f9b7c82ab2c98	0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48	6648936	84720000000
1650793551	0x50b8a7625afafdcb671bf4e27d2008841f2003f64a6094ab9090da3546f2c118	1733	0xf8de87cb136a401f1c6358be04280ab90c99cf72	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	6648936	4860000000000000000
1656201301	0xc187b6f4b0178a1da173f0c08ee6e5746eefa3f2976882810fe6ebd65275c8d0	2964	0xe1675ed6a693cf2d796255a5cac80ee13c900c49	0xd417144312dbf50465b1c641d016962017ef6240	6648936	258754851000000000000
1650791143	0x03e5ae80a47869bc2cec883cb4df4f805c78ac0f5cad6b91deb35e4d6dc10a9e	1306	0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	6648936	10000000000000000
1655368872	0x1427607d262b0e38ba6fd46a8f63c191710a29a49c1e9a490f6c648f4fdf90a3	2776	0xff81a402a2a0592b95369ef655ac69b712b2b954	0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48	6648936	7220000000
1647649569	0x9f55e0c6fdcbd3936213475f22f60d4f3498333de4aaa67e842abd653d6adf1f	594	0xc2c96961f434ead39544cea8126158b8a65470a6	0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48	6648936	8714000
1654653409	0xc76339fc2c5375c20e00b2de835375732d0acaad6ede936a5f085477b0e2c77e	2597	0x00c3a76523f699c84735d6acc2e2d9e33173aa63	0x2260fac5e5542a773aa44fbcfedf7c193bc2c599	6648936	100000000
